tconst directors writers
1000389104 1655268360 1655268360
1000389622 296500624 1588460300
1000389683 1276726002 711136347
1000389759 1655268360 1655268360
1000389832 390711614 390711614
1000389950 1690418242 1993067380
1000390052 1867292926 1606427496
1000390256 1399059242 932593564
1000390282 1655268360 1655268360
1000390540 1655268360 1655268360
1000390565 1655268360 1655268360
1000390894 1575894044 1893467532
1000390903 11017565 11017565
1000391250 1004028073 1899778362
1000391584 883503643 1452095290
1000391745 1780927711 686118268
100039216 1372558148 2120132344
1000392227 1655268360 452659375
1000392351 1655268360 1655268360
1000392752 1475894097 1391136067
1000392871 1655268360 1925036303
1000392965 889519843 1003305845
1000393177 66841955 370391891
1000393336 969517367 644304073
1000393470 1655268360 310585403
1000393584 1603630327 1603630327
1000393951 1655268360 1655268360
1000394090 256110075 1655268360
1000394433 1655268360 1655268360
1000394445 1583385166 1583385166
1000394461 1655268360 1655268360
1000394732 1655268360 1655268360
1000395024 1655268360 1655268360
1000395141 798613392 1655268360
1000395883 1655268360 1655268360
1000396605 1915240865 1632877731
1000396989 1655268360 1655268360
100039702 1655268360 1065734911
1000397541 1379364522 2075942068
1000397566 926306086 2104684038
1000397591 1393423722 1655268360
1000398058 1894498049 1655268360
1000398607 1806616476 1262525984
1000399184 1655268360 1655268360
1000399280 1655268360 1655268360
1000399593 1655268360 1655268360
1000399774 2009338403 1565894500
1000400223 133100867 133100867
1000400631 1655268360 1655268360
1000400681 1094280003 1094280003
1000400694 1333522574 1655268360
1000400738 1271188097 287330857
1000400943 1639244607 2064518763
1000400975 1655268360 1655268360
1000401238 1655268360 1655268360
1000401258 1913863520 965865434
