tconst averageRating numVotes
1002920516 2013238943 2063610777
1002921721 220645176 1437125105
1002921790 51475912 952218650
100292362 748886265 1426033548
1002925276 1231609043 1482720587
1002926997 1962196947 534699180
1002928938 1836883491 1739056251
1002930084 1231609043 730294304
1002930868 1962196947 1111555662
1002934118 1566751959 999124911
1002936574 30744334 504345020
1002936691 55896884 853757737
1002937540 1717409078 376417882
1002939607 748886265 1738205456
1002939927 1101107360 1111555662
1002940145 1962196947 1738205456
1002940177 1116697199 1195702912
1002942126 1121467465 1437125105
1002942497 492306891 2009547602
1002942894 1724116551 1738205456
1002944114 1962196947 1738205456
1002946381 51475912 781937596
1002948190 1513502347 819149290
1002949285 1510676963 677004469
1002950358 508765189 1111555662
1002952736 1999382690 730294304
1002952848 1689813014 1580242595
1002953348 1689813014 88220196
1002954705 748886265 1739056251
1002954746 61197209 1516291128
1002957338 1329013187 1479557939
1002957586 508765189 2006574170
1002959601 489106386 1479557939
1002959733 1513502347 1790416731
1002961076 1513502347 617198026
1002961342 489106386 1427821762
1002962824 1943046654 1967417949
