tconst parentTconst seasonNumber episodeNumber
1000372434 620842494 1935597282 1151310040
1000372435 410636762 644545014 1059162631
1000372606 1079145172 1935597282 752219034
1000373002 1766056987 1935597282 1888904352
1000373004 350419364 1296460517 1935597282
1000373311 336978506 1367180859 781537843
1000373663 1916481998 1935597282 1937527650
1000373802 352395510 1935597282 1906157682
1000375190 1348270290 1935597282 1874765383
1000375742 642449785 2093227591 2093227591
1000375841 923202312 1935597282 644545014
1000376338 1754397429 344075432 644545014
1000376786 993834803 1935597282 1296460517
1000376933 1954733300 195094073 28037906
1000377044 2021637265 1935597282 1935597282
1000377066 1441531975 1935597282 1724980215
1000377132 871153178 1935597282 644545014
10003773 1382223896 1935597282 2125956125
1000377647 77271661 1935597282 1945353820
1000377736 2101989875 1125156736 1305968554
1000377881 1852232198 644545014 821896623
1000378023 460987058 644545014 1277277652
1000378033 1084699544 1935597282 1929817807
1000378154 1730756894 2093227591 2093227591
1000378403 319858171 1906157682 1921644518
1000378487 1883271790 1935597282 1210269251
1000378874 2042796402 1935597282 1746466863
1000379244 581431261 914181773 2075431989
1000379414 1416127356 2093227591 2093227591
1000379873 2088910086 1935597282 1884490263
1000380736 1874965952 1935597282 96400934
100038095 1540182981 1296460517 644545014
1000380964 1384383650 1076155389 277511426
100038103 133064347 709462510 1296460517
1000381106 687415987 651461093 1175448239
10003815 1032696043 1935597282 560826481
1000383622 1222944489 510687177 371193521
1000384601 1627630978 1296460517 993336315
1000384741 907184361 1906157682 1622766299
100038474 2078773789 1076155389 1367180859
100038496 355872125 1935597282 1305968554
1000385132 1619470047 1935597282 1854910413
1000385855 612617694 2093227591 2093227591
1000386 1075242609 1935597282 172797324
1000386344 223365981 1935597282 1921644518
100038642 1072267816 1935597282 344075432
1000386915 1179834669 1935597282 1790749096
100038692 1271644621 1906157682 510687177
1000387298 1592531164 914181773 513439921
100038731 449533359 1935597282 1906157682
1000387517 1302105913 1935597282 1921644518
1000387651 1513517989 1935597282 510687177
1000388217 492878823 2093227591 2093227591
1000388624 2078055901 2093227591 2093227591
1000388885 502081393 1935597282 1514058846
100038905 1496032146 1935597282 945684700
1000389505 239873444 1935597282 1355211498
1000389926 1634527688 1906157682 644545014
100038995 1382025303 195094073 1969069028
1000390191 2067375652 1935597282 1110765071
1000391004 787241972 1935597282 279996746
1000391016 200468474 1935597282 1964708286
1000391087 789568207 1935597282 719457268
1000391282 502081393 1935597282 472728195
1000391590 1720164369 1935597282 1439419025
100039160 1997513668 2093227591 2093227591
1000391862 723504862 195094073 1935597282
1000391915 1714268378 1935597282 554848622
1000392081 180844048 1906157682 1884490263
1000392201 488907897 2093227591 2093227591
1000392764 967768772 2093227591 2093227591
1000392865 483673580 1935597282 1117838115
1000392884 1563073695 1935597282 1335886130
100039310 1250038274 1935597282 1906157682
1000393118 661399572 1935597282 491786508
1000393256 1233194111 2093227591 2093227591
1000393284 249403888 510687177 89057310
1000393310 444322361 1296460517 644545014
1000393363 146745721 1935597282 1134502193
1000393381 2115686692 1935597282 1031303185
1000393487 1365994846 1935597282 1935597282
1000393732 1306737742 1935597282 606566823
1000394294 457035204 1935597282 644545014
1000394388 1089054614 195094073 2082222477
1000394475 1559648058 1076155389 1202357670
1000394504 575350334 1935597282 652694401
1000394841 344391958 2093227591 2093227591
1000395327 1737144844 1935597282 279996746
1000395427 1624006555 1935597282 425766090
1000395487 1876948607 1935597282 1489956567
1000395735 1661898397 1906157682 1574495735
1000396034 606055220 1935597282 1117373566
100039604 529371646 1935597282 1746466863
1000396263 855559694 2093227591 2093227591
1000396715 221686885 1935597282 1343139045
1000396855 1638881313 1935597282 1619717612
1000396931 2088858926 1935597282 1906157682
1000397028 1880930962 1906157682 1129388262
1000397319 1551466589 1935597282 2140699345
1000397433 1506258654 1935597282 1935597282
1000397479 171006926 2093227591 2093227591
1000397691 1595601222 1935597282 1129388262
1000398170 89411176 2093227591 2093227591
1000398512 1528078199 510687177 1076155389
1000398558 1926439383 1935597282 1945353820
1000398842 1142569142 1935597282 651461093
100039957 126332752 1906157682 644545014
1000399837 1253884755 1935597282 2075431989
1000400074 272271661 2093227591 2093227591
1000400160 461705293 1935597282 644545014
1000400820 1887904283 1323704328 427778729
1000401183 2103511027 277511426 1746466863
1000401248 616675553 1746466863 1175448239
1000401999 403347456 1935597282 998975834
1000402197 979289324 1935597282 1906157682
1000402398 1479117104 2093227591 2093227591
1000402511 206480742 1296460517 208680108
1000402763 1618165042 1935597282 1120136902
1000403002 685107475 2093227591 2093227591
1000403043 1442159977 1935597282 718588056
1000403089 1434712653 1945353820 1076155389
1000403158 50490203 1906157682 857608356
1000403274 97795591 1935597282 1484460798
100040414 1655975831 510687177 1884490263
1000404516 844974345 2093227591 2093227591
1000404674 1390135257 1935597282 1296460517
1000404868 1620106230 1935597282 195445697
1000405063 501944387 1935597282 1868758124
1000405091 939036891 1935597282 711135496
100040518 214970632 1076155389 1935597282
1000405454 336978506 344075432 719457268
1000405650 96004638 1935597282 995917468
1000405818 1546549972 1935597282 407462556
1000405846 979469809 2093227591 2093227591
1000405965 1789752168 2093227591 2093227591
1000406208 661399572 1935597282 519983340
1000406263 844605979 1935597282 644545014
1000406444 984852919 510687177 1211014153
1000406750 1045499270 1935597282 1891171266
1000407473 1828856452 1935597282 1546728740
1000408043 1650334658 1906157682 651461093
1000409069 1278815149 644545014 639098870
1000409161 587842357 1935597282 854595425
1000409174 555652826 1935597282 1076155389
1000409731 1334899923 1296460517 344075432
1000409961 1928820274 1935597282 250509367
100040997 1336937491 1935597282 1906157682
1000410897 2074075641 2093227591 2093227591
1000411099 1316487526 344075432 1945353820
1000411488 552694738 2093227591 2093227591
1000411919 52585012 2093227591 2093227591
1000411955 122608118 1935597282 1906157682
1000411958 260928681 1935597282 1076155389
1000411986 1332511149 709462510 1945353820
1000412723 779179279 1906157682 1565478397
1000413042 1873792654 2093227591 2093227591
1000413295 319525180 2093227591 2093227591
1000414779 2101063566 1935597282 1935597282
1000414905 1657753471 1906157682 644545014
1000415046 2123905075 1906157682 1935597282
1000415340 284756664 1935597282 1590621358
1000415354 1493481769 1884490263 1935597282
1000416868 1507493499 1935597282 859470231
1000417076 1178826227 1906157682 1574495735
1000417187 1882217660 1935597282 2021329592
1000417701 658194117 1935597282 2039348590
1000417850 1186291051 1935597282 1835948449
1000418238 381938138 1906157682 1906157682
100041891 813920511 644545014 277511426
1000419077 1738652054 1935597282 1935597282
1000419728 263622148 1935597282 1367180859
1000420252 1381466559 2093227591 2093227591
1000420365 1296617488 510687177 1774904974
100042091 1921949660 1884490263 151672684
1000421002 794997719 1935597282 510687177
1000421353 2081363401 1935597282 1050904574
1000421559 358852128 1935597282 1594283030
1000421568 176178229 1935597282 1906157682
1000421979 1739681462 1906157682 644545014
1000422164 733688081 1935597282 344075432
1000422541 200883070 1935597282 658142020
1000422943 316917341 1935597282 1876605458
1000422949 1106630407 1935597282 69957371
1000423079 1850554415 1906157682 1367180859
1000423426 1970728357 2093227591 2093227591
1000423581 400479082 1935597282 719457268
1000423776 188144822 2093227591 2093227591
1000423793 1764935021 195094073 1842067588
1000424080 851092277 1935597282 1968452887
100042472 1507733240 1935597282 644545014
1000425019 1612651954 644545014 768772222
1000425142 916038166 1935597282 1343139045
1000425228 831845562 1935597282 1654873542
1000425534 1422849877 2093227591 2093227591
100042555 1479117104 2093227591 2093227591
1000426106 1278815149 1906157682 1202357670
1000426387 290551077 1935597282 1210269251
100042672 816989074 1906157682 1935597282
100042684 1789866272 1746466863 1884490263
1000426869 873282947 2093227591 2093227591
1000426989 729743958 1935597282 1076155389
1000427777 327818484 1935597282 652445875
1000427855 1306737742 1935597282 1202357670
1000428225 95581129 1935597282 682193001
100042829 651676689 1935597282 1884490263
100042878 1351346535 1906157682 1076155389
100042958 1410745918 1935597282 751453171
1000429732 2131536285 1367180859 1906157682
1000429897 522581174 651461093 656410429
1000430219 1149620657 1935597282 995917468
1000430261 1353192555 510687177 1906157682
1000431453 1689913541 1935597282 639098870
1000431531 983765042 1935597282 1076155389
1000431817 310867401 2093227591 2093227591
1000431856 842935758 1076155389 151672684
1000432158 1399672702 1935597282 644545014
1000432551 102951838 914181773 1937527650
1000432785 894343834 1935597282 1725624938
1000433800 1960443491 1935597282 2093580768
1000433846 1722214822 1935597282 1052321123
1000434050 159318161 1906157682 1999434077
1000434084 155615733 1935597282 1906157682
100043427 1933802027 1906157682 427778729
1000434441 1127905897 644545014 1906157682
1000434798 504848335 1935597282 2130706703
1000434855 1508283242 644545014 644545014
1000434924 1857588024 1935597282 727510831
1000435219 1203598682 1935597282 2087584731
1000435594 1991679253 2093227591 2093227591
1000436058 70916346 1935597282 1587194461
1000436217 1371527251 2093227591 2093227591
1000436696 1179834669 1935597282 1761725832
1000436857 504848335 1935597282 633365235
1000436931 409703526 2093227591 2093227591
1000436989 824572391 510687177 195094073
1000437021 1708202098 1935597282 1935597282
1000437507 1226177947 651461093 1334682972
100043783 174682418 1935597282 1520826985
1000438007 1350670752 1906157682 732363707
1000438045 500120478 1296460517 1746466863
1000438320 534210234 1935597282 1296460517
1000439396 1643864843 1935597282 1296460517
1000439645 972706799 1935597282 644545014
1000439687 536048900 2093227591 2093227591
1000439794 1014975743 644545014 510687177
1000439869 1264826556 2093227591 2093227591
1000440106 2122235827 1935597282 237116130
1000440545 1513519786 1935597282 1906157682
1000440797 1479117104 2093227591 2093227591
1000441215 500902661 1935597282 1935597282
1000441698 574002962 195094073 208680108
1000442104 2116782404 1935597282 371621780
1000442377 1342236874 1906157682 1241497435
1000442682 150787417 1935597282 1046195322
1000442909 685079090 2093227591 2093227591
1000443739 1959400707 1935597282 1935597282
1000443814 79975577 1935597282 1935597282
1000444206 1408690773 427778729 1202357670
1000444272 15780046 1935597282 1746677468
1000444379 845621111 195094073 2082222477
1000444920 1210609202 1296460517 1935597282
1000445698 1383754635 1935597282 234358184
1000445789 1464124371 1296460517 510687177
1000446032 244649031 1935597282 17351026
1000446142 223691015 1935597282 1452609776
1000446205 1822483199 1935597282 43181813
1000446264 106397774 1935597282 644545014
100044639 173932428 1935597282 172797324
100044645 30901221 2093227591 2093227591
1000446460 2039885500 2093227591 2093227591
1000446502 1825757146 1935597282 264053719
1000446558 1521665395 1935597282 1942235305
1000447087 1454335847 1906157682 510687177
100044736 63821019 1935597282 644545014
100044746 362260045 1935597282 639098870
1000448170 402592489 1935597282 914181773
1000448184 1757115691 1906157682 1948328691
1000448623 1437313064 2093227591 2093227591
1000448770 574002962 1125156736 1818155806
1000449023 154066815 1935597282 784501853
1000449688 652675770 1935597282 195094073
1000449977 1209874160 1906157682 1296460517
1000449984 123518095 510687177 1202357670
1000450094 1011361448 1906157682 277511426
1000450173 394592202 1906157682 622221060
1000450293 1619074223 2093227591 2093227591
1000450766 2017152815 1935597282 1334682972
1000450833 991094187 1296460517 1906157682
1000450877 1643983842 1935597282 1766634869
1000451185 576788680 644545014 1367180859
1000451207 2008032668 1935597282 1643770410
1000451663 1366341525 1935597282 475579074
1000451911 141586798 2093227591 2093227591
1000452407 1611685662 1935597282 344075432
1000453075 1361159283 1906157682 1884490263
1000453133 1425407837 1906157682 1296460517
1000453186 2075784927 1935597282 1296460517
1000453402 840498850 1935597282 1076155389
1000453427 779139602 2093227591 2093227591
1000453459 1647632473 1935597282 344075432
1000454789 381254808 344075432 651461093
1000454795 376225715 1935597282 644545014
1000455193 1252632430 1076155389 1935597282
100045542 1589701150 2093227591 2093227591
1000456168 1483407156 1935597282 1574495735
1000456277 386629132 1935597282 652694401
1000456310 1420807069 2093227591 2093227591
1000456517 1057491549 1935597282 1906157682
1000456916 370505690 1935597282 2132776499
1000457097 1217225998 2093227591 2093227591
100045713 1421216088 1906157682 1935597282
1000457442 522581174 673423518 755116736
1000457648 908967305 1935597282 1059162631
1000457659 301702675 1935597282 1264378017
1000458049 815936567 1935597282 172797324
1000458110 1641672589 1945353820 1935597282
1000458595 1312246885 1935597282 1858765191
1000459472 42374487 1906157682 510687177
1000459717 29445940 1935597282 1296460517
1000459932 1278929494 1935597282 1076155389
1000459949 802541381 2093227591 2093227591
1000460033 1337086800 1241497435 644545014
1000460034 844974345 2093227591 2093227591
1000460239 1822483199 1935597282 147958423
100046056 782875953 2093227591 2093227591
1000460700 176493378 1296460517 1935597282
1000460802 196428625 2093227591 2093227591
1000460913 303825739 2093227591 2093227591
1000461383 641817289 1935597282 1935597282
1000461437 1659127016 1935597282 1937527650
1000461612 1395238332 2093227591 2093227591
1000461878 1336763216 1906157682 851259508
1000462303 241465514 1296460517 651461093
1000462810 290552156 1935597282 1533978697
1000463040 495201639 1935597282 1945353820
1000463131 799207404 644545014 510687177
100046319 1269024618 1835948449 1906157682
1000463539 192050291 1935597282 1396895865
1000463588 1789752168 2093227591 2093227591
1000463606 1852245683 195094073 1719608509
1000463774 933622382 1935597282 644545014
1000463822 104701185 2093227591 2093227591
1000464200 1962455757 2093227591 2093227591
1000464230 1463005466 1935597282 2072646782
1000464362 201798135 1935597282 1829430643
1000464526 2098046877 1076155389 1774904974
1000464724 616245028 1935597282 52336017
1000464806 2116017750 2075431989 1367180859
1000464949 2112267163 2093227591 2093227591
1000465140 501944387 1935597282 841396096
1000465778 1188538359 1935597282 1036160711
1000466676 38346939 1906157682 1884490263
100046676 982646526 2093227591 2093227591
1000467153 1244087170 1906157682 914181773
1000467276 2037082232 1906157682 914181773
1000467381 384651889 914181773 1935597282
1000467787 397858971 510687177 1906157682
100046779 2137091476 2093227591 2093227591
1000468496 480830690 1906157682 1874765383
100046852 1229367354 1935597282 344075432
1000468819 1364154013 1935597282 259808319
1000469178 564338440 2093227591 2093227591
1000469356 115562104 1935597282 277511426
1000469830 510866578 1935597282 656410429
1000470261 658790091 1935597282 1120924558
1000470343 1946336250 1906157682 195094073
1000470550 348466769 2093227591 2093227591
1000470766 1944779207 2093227591 2093227591
1000470862 1867894792 1935597282 344075432
1000470927 6020064 2093227591 2093227591
1000471396 813920511 1906157682 2039348590
1000471607 947460702 1367180859 914181773
1000472310 1598330967 2093227591 2093227591
1000472352 687427513 2093227591 2093227591
1000472363 770825045 510687177 62428033
1000472962 120549062 1935597282 1574495735
1000473110 1930870107 2093227591 2093227591
1000474053 1921949660 1969069028 484454469
1000475165 2050634341 1935597282 1296460517
1000475275 1462718666 1935597282 945684700
1000475319 1127812118 1935597282 1852234051
100047583 973746873 2093227591 2093227591
1000475871 922780583 2093227591 2093227591
1000476098 1446065890 1935597282 1746466863
100047610 156059495 1935597282 69957371
100047638 1254773198 1935597282 1935597282
1000476449 1706203038 1935597282 673423518
1000476517 2101989875 1906157682 1056612256
1000476737 1445190763 1935597282 1296460517
1000476819 1381088612 1906157682 344075432
1000477446 802541381 2093227591 2093227591
1000477584 644784300 1935597282 709462510
1000478129 299746330 1935597282 644545014
1000478349 249737114 2093227591 2093227591
1000478435 190383745 1935597282 277511426
1000479008 1409256871 1935597282 1064440224
100047924 1311371638 1906157682 1945353820
1000479926 2109898435 1296460517 644545014
1000480101 373249286 914181773 651461093
1000480270 1622739555 510687177 1945353820
1000480399 1641133838 914181773 1945353820
1000480817 1009185959 2093227591 2093227591
1000480918 1578924614 2093227591 2093227591
100048095 371521455 1935597282 734616477
1000481222 1730298766 1935597282 709462510
1000481780 336378080 1935597282 344075432
1000481866 982699483 2093227591 2093227591
1000481921 508822898 1935597282 1719608509
100048248 515489587 1935597282 1745105171
1000482530 1241207190 1935597282 1906157682
1000482866 819860789 1935597282 1151310040
1000482916 2086934465 1935597282 161276183
1000483120 679698704 1935597282 387279970
1000483341 1799638240 1935597282 678232205
1000483554 1410745918 651461093 821633456
1000483841 84911856 1935597282 1945353820
1000485139 830716486 1935597282 510687177
100048563 307209110 2093227591 2093227591
1000485783 1011361448 673423518 1324024435
1000486183 287037458 639098870 709462510
1000486283 1089329316 1935597282 2081351294
1000486449 1527636124 2093227591 2093227591
1000486706 1329180719 1935597282 1746466863
1000487276 536048900 2093227591 2093227591
1000487665 1376422962 1935597282 784501853
1000488409 1122016002 1935597282 1774904974
1000488706 1575269496 1935597282 946958533
1000488825 1865628676 1935597282 1935597282
1000488886 1656249629 2093227591 2093227591
100048898 1909671312 1076155389 644545014
1000489384 1995698728 644545014 914181773
1000489835 319976520 1935597282 719457268
1000490061 929520995 1935597282 1323704328
1000490070 493195854 1935597282 1937527650
100049025 1279463024 2093227591 2093227591
1000490536 198066742 1935597282 906387568
1000490540 1609789289 1935597282 1906157682
1000490993 1858731787 1296460517 1746466863
100049148 1197284752 2093227591 2093227591
1000491799 388599838 1935597282 1935597282
1000491851 1942681632 1935597282 1180808504
1000491918 332493810 1076155389 644545014
1000492317 615882341 1935597282 1884490263
1000492697 912900051 1935597282 651461093
1000492764 1230643232 1945353820 1945353820
1000492798 1120884459 2093227591 2093227591
1000493894 1560238209 1296460517 195094073
1000493933 1472990147 1906157682 904736514
1000494053 747264761 1935597282 486352706
1000494246 1584743529 1935597282 1367180859
1000494731 1852010105 1076155389 709462510
100049493 1578938757 1935597282 592948412
1000495977 1630321964 1935597282 914181773
1000495984 874891552 1935597282 651461093
1000496359 382360141 1935597282 195094073
1000496443 250827815 2093227591 2093227591
1000496550 983220097 1757256754 1945353820
1000496717 1180826760 1076155389 510687177
1000496764 191243857 1935597282 1906157682
1000497076 216392725 2093227591 2093227591
1000497180 1613734545 1906157682 195094073
1000497418 1835393603 2093227591 2093227591
100049749 1835434463 2093227591 2093227591
1000497694 1305306692 1906157682 510687177
1000498126 933537983 1906157682 1498162183
1000498588 181089315 1367180859 644545014
1000498747 89297418 1935597282 151672684
1000498830 38408986 1935597282 277511426
1000499582 2105136697 1935597282 1335886130
1000500218 1079454290 1906157682 1884490263
1000500603 1517593391 1296460517 673423518
1000500865 1232495708 1935597282 1466047470
1000501413 87702759 1296460517 1884490263
1000502072 500476271 1076155389 2146548291
1000502192 99326521 1935597282 651461093
1000502395 969460370 195094073 1884490263
1000502503 150919433 2093227591 2093227591
1000502615 1359267140 2093227591 2093227591
1000502696 1558541380 1935597282 945684700
1000502738 968646293 1906157682 1948328691
1000503395 775029116 1935597282 1767230719
1000503396 299631155 2093227591 2093227591
1000503768 1549700545 1945353820 69957371
1000503977 701850674 2093227591 2093227591
1000504183 1439186589 1935597282 1076155389
1000504805 2063024222 1935597282 1574495735
1000504921 1065122867 1935597282 317687000
1000504932 1750200170 1935597282 1202357670
1000504978 644119642 344075432 1746466863
100050522 655829828 1935597282 1884490263
1000505456 1636785274 1367180859 1367180859
1000505529 1536898431 1935597282 628686340
1000505662 607893773 1935597282 732363707
1000505698 1702082326 1935597282 1559075880
1000505789 802541381 2093227591 2093227591
1000506036 845621111 2093227591 2093227591
1000506376 1327441832 1935597282 1921644518
1000506752 1114321052 2093227591 2093227591
1000506976 2037687271 1935597282 208868812
1000507215 225357824 1935597282 427778729
1000507344 112885761 1935597282 486352706
100050735 129380656 1076155389 1935597282
1000507927 312366655 1906157682 914181773
1000508280 1053829123 1125156736 644545014
1000508469 125318510 1906157682 644545014
1000508506 132577982 1935597282 916128131
1000508515 1433844751 1935597282 1774904974
1000508590 1813000461 1935597282 914181773
1000508657 971823340 2093227591 2093227591
100050870 1080709635 1935597282 1906157682
1000509165 1296755898 651461093 1935597282
1000509362 1657235433 2093227591 2093227591
1000509531 1218338921 427778729 1367180859
1000509758 1245204677 2093227591 2093227591
1000509838 1345572203 1935597282 1084330488
1000510486 1794079405 1935597282 1129388262
1000510493 2139576999 2093227591 2093227591
1000510909 1436372418 1935597282 1666391988
1000511141 1698348608 2093227591 2093227591
1000511725 1137971053 2093227591 2093227591
1000511945 1145306461 644545014 1774904974
1000512275 1871310652 1935597282 344075432
100051235 2093681406 1935597282 1498162183
1000512816 302247818 1935597282 1613660479
1000513077 1272458969 1076155389 1296460517
1000513227 816094778 1935597282 1336615346
1000513317 1928033903 2093227591 2093227591
1000513488 1775284435 709462510 644545014
1000514240 1117969481 1935597282 2109872842
10005143 667936750 2075431989 1774904974
1000514558 41524633 1935597282 1323704328
1000514594 1331046685 1935597282 995917468
1000514644 203142358 1906157682 914181773
1000515093 1244166131 1935597282 2050123106
1000515322 383094959 1935597282 510687177
1000515330 1646014094 1935597282 115292587
1000515519 852391076 2093227591 2093227591
1000515892 196859165 2093227591 2093227591
